lidar_end_time     cur_frame_time(s)      ekf_consuming_time(s)
1778576171.994676    0.008053             0.004959
1778576172.094651    0.007529             0.005060
1778576172.194648    0.006183             0.004093
1778576172.294640    0.005003             0.003211
1778576172.394656    0.005827             0.003863
1778576172.494658    0.004446             0.002576
1778576172.594606    0.005090             0.003135
1778576172.694655    0.004870             0.002999
1778576172.794653    0.006429             0.002951
1778576172.894650    0.005301             0.003318
1778576172.994611    0.004565             0.002378
1778576173.094657    0.005071             0.002871
1778576173.194653    0.004018             0.002174
1778576173.294657    0.004113             0.002303
1778576173.394690    0.007192             0.003807
1778576173.494610    0.004521             0.002416
1778576173.594620    0.004545             0.002236
1778576173.694665    0.006826             0.003730
1778576173.794652    0.007148             0.003980
1778576173.894652    0.005661             0.003441
1778576173.994651    0.004812             0.002713
1778576174.094652    0.004582             0.002549
1778576174.194652    0.004545             0.002382
1778576174.294658    0.008296             0.002606
1778576174.394654    0.006363             0.003592
1778576174.494648    0.004576             0.002542
1778576174.594651    0.004158             0.002155
1778576174.694622    0.006007             0.003597
1778576174.794650    0.006548             0.003483
1778576174.894656    0.006018             0.003684
1778576174.994658    0.006610             0.003582
1778576175.094627    0.004445             0.002709
1778576175.194654    0.005009             0.002975
1778576175.294658    0.005566             0.003507
1778576175.394644    0.004492             0.002421
1778576175.494648    0.004890             0.002971
1778576175.594663    0.005203             0.003060
1778576175.694646    0.005547             0.003055
1778576175.794651    0.006650             0.003602
1778576175.894649    0.007877             0.002318
1778576175.994614    0.005087             0.003256
1778576176.094618    0.006336             0.003757
1778576176.194646    0.005756             0.003579
1778576176.294650    0.007586             0.004889
1778576176.394652    0.013388             0.004516
1778576176.494659    0.007645             0.004701
1778576176.594659    0.005188             0.003256
1778576176.694658    0.006038             0.003863
1778576176.794654    0.007572             0.004397
1778576176.894652    0.006281             0.004326
1778576176.994609    0.005151             0.003029
1778576177.094646    0.004845             0.002969
1778576177.194651    0.005753             0.003890
1778576177.294654    0.006606             0.003931
1778576177.394657    0.009910             0.003928
1778576177.494637    0.013695             0.010196
1778576177.594648    0.006510             0.003953
1778576177.694607    0.005633             0.003598
1778576177.794653    0.006608             0.004125
1778576177.894654    0.006229             0.003963
1778576177.994657    0.006958             0.004657
1778576178.094655    0.008949             0.005778
1778576178.194632    0.007114             0.005052
1778576178.294654    0.007436             0.005092
1778576178.394668    0.008328             0.006119
1778576178.494654    0.007244             0.005207
1778576178.594657    0.012968             0.009756
1778576178.694654    0.008270             0.005830
1778576178.794656    0.008468             0.005858
1778576178.894636    0.008309             0.005556
1778576178.994646    0.007930             0.005551
1778576179.094649    0.007834             0.005230
1778576179.194662    0.011679             0.004974
1778576179.294651    0.008369             0.005930
1778576179.394633    0.013541             0.005627
1778576179.494646    0.008198             0.005728
1778576179.594653    0.009166             0.004528
1778576179.694645    0.007510             0.005227
1778576179.794649    0.008404             0.004970
1778576179.894656    0.009660             0.004956
1778576179.994662    0.009470             0.007036
1778576180.094657    0.006013             0.003903
1778576180.194603    0.005851             0.003757
1778576180.294616    0.007802             0.005094
1778576180.394652    0.008449             0.005999
1778576180.494652    0.008433             0.005535
1778576180.594652    0.009439             0.006622
1778576180.694659    0.006470             0.004190
1778576180.794641    0.009687             0.006288
1778576180.894655    0.006154             0.003852
1778576180.994652    0.007059             0.004837
1778576181.094658    0.006208             0.004024
1778576181.194610    0.007007             0.004719
1778576181.294645    0.007643             0.005359
1778576181.394649    0.008041             0.005355
1778576181.494662    0.009016             0.006732
1778576181.594663    0.009363             0.006201
1778576181.694653    0.007402             0.005346
1778576181.794649    0.009140             0.004973
1778576181.894671    0.007212             0.004577
1778576181.994653    0.006292             0.004211
1778576182.094658    0.006709             0.004569
1778576182.194655    0.005878             0.003925
1778576182.294658    0.009443             0.004730
1778576182.394658    0.008969             0.006337
1778576182.494647    0.007556             0.005385
1778576182.594652    0.007972             0.005622
1778576182.694656    0.008127             0.005878
1778576182.794648    0.009963             0.006545
1778576182.894653    0.007107             0.004543
1778576182.994656    0.014526             0.006339
1778576183.094617    0.007124             0.004980
1778576183.194660    0.007027             0.004419
1778576183.294656    0.008924             0.005665
1778576183.394658    0.006618             0.004268
1778576183.494642    0.005984             0.004005
1778576183.594649    0.007243             0.005024
1778576183.694664    0.006634             0.004408
1778576183.794651    0.014426             0.005631
1778576183.894655    0.006762             0.004756
1778576183.994649    0.012631             0.005262
1778576184.094647    0.006999             0.004607
1778576184.194645    0.008203             0.005394
1778576184.294650    0.005669             0.003694
1778576184.394651    0.005561             0.003290
1778576184.494651    0.005535             0.003566
1778576184.594654    0.006550             0.004430
1778576184.694640    0.008217             0.003738
1778576184.794652    0.009094             0.005446
1778576184.894609    0.006309             0.003653
1778576184.994648    0.006105             0.003860
1778576185.094657    0.007535             0.005102
1778576185.194652    0.006806             0.004535
1778576185.294649    0.008771             0.005346
1778576185.394652    0.007496             0.004674
1778576185.494650    0.006245             0.004046
1778576185.594636    0.005545             0.003459
1778576185.694650    0.005185             0.003189
1778576185.794648    0.008618             0.004797
1778576185.894649    0.007737             0.004843
1778576185.994657    0.004917             0.002825
1778576186.094655    0.008711             0.004076
1778576186.194632    0.008197             0.004766
1778576186.294645    0.006421             0.004032
1778576186.394664    0.005824             0.003652
1778576186.494660    0.005535             0.003610
1778576186.594653    0.007238             0.003498
1778576186.694657    0.007886             0.004528
1778576186.794650    0.006583             0.004225
1778576186.894646    0.006027             0.003682
1778576186.994672    0.005881             0.003695
1778576187.094654    0.008855             0.003637
1778576187.194658    0.005791             0.003812
1778576187.294629    0.006049             0.003696
1778576187.394645    0.007326             0.003457
1778576187.494656    0.007657             0.004643
1778576187.594654    0.004635             0.002797
1778576187.694651    0.008459             0.005130
1778576187.794652    0.008389             0.004967
1778576187.894647    0.008520             0.005079
1778576187.994649    0.007043             0.003650
1778576188.094648    0.005719             0.003612
1778576188.194645    0.005462             0.003106
1778576188.294661    0.006219             0.004107
1778576188.394649    0.006105             0.003813
1778576188.494652    0.008371             0.003704
1778576188.594656    0.006796             0.003611
1778576188.694655    0.008401             0.005119
1778576188.794659    0.007192             0.004043
1778576188.894651    0.006681             0.004119
1778576188.994656    0.005966             0.003692
1778576189.094659    0.006014             0.003888
1778576189.194655    0.008049             0.005042
1778576189.294649    0.008268             0.005175
1778576189.394658    0.005926             0.003684
1778576189.494649    0.006114             0.003908
1778576189.594653    0.007801             0.004676
1778576189.694669    0.005844             0.003838
1778576189.794639    0.006056             0.003489
1778576189.894659    0.005039             0.003051
1778576189.994644    0.005995             0.003768
1778576190.094653    0.009095             0.003893
1778576190.194652    0.006948             0.003682
1778576190.294653    0.008251             0.005011
1778576190.394651    0.005198             0.003218
1778576190.494664    0.005781             0.003535
1778576190.594648    0.007328             0.004603
1778576190.694659    0.006129             0.003959
1778576190.794651    0.008915             0.005488
1778576190.894652    0.006944             0.004883
1778576190.994650    0.006922             0.004597
1778576191.094654    0.008204             0.005122
1778576191.194658    0.007314             0.004007
1778576191.294651    0.006352             0.004224
1778576191.394652    0.006516             0.004253
1778576191.494627    0.008106             0.005014
1778576191.594650    0.006733             0.004068
1778576191.694659    0.006788             0.003595
1778576191.794669    0.006247             0.004001
1778576191.894617    0.007412             0.004838
1778576191.994653    0.006101             0.003878
1778576192.094662    0.008120             0.004746
1778576192.194656    0.006314             0.003789
1778576192.294655    0.006826             0.004186
1778576192.394646    0.008275             0.005007
1778576192.494653    0.005094             0.003058
1778576192.594645    0.005515             0.003500
1778576192.694648    0.006022             0.003252
1778576192.794655    0.006312             0.004025
1778576192.894656    0.009617             0.005264
1778576192.994641    0.006139             0.003872
1778576193.094655    0.006034             0.003961
1778576193.194659    0.005951             0.003789
1778576193.294651    0.008853             0.005417
1778576193.394660    0.006724             0.003967
1778576193.494655    0.009318             0.006111
1778576193.594657    0.006996             0.004669
1778576193.694652    0.006596             0.004281
1778576193.794657    0.007270             0.004433
1778576193.894650    0.008361             0.005367
1778576193.994638    0.007803             0.004724
1778576194.094653    0.009735             0.005292
1778576194.194665    0.005988             0.003444
1778576194.294650    0.005559             0.003375
1778576194.394641    0.008584             0.004592
1778576194.494637    0.007839             0.005153
1778576194.594653    0.006659             0.004324
1778576194.694656    0.006800             0.004754
1778576194.794654    0.006770             0.004348
1778576194.894661    0.012341             0.004326
1778576194.994654    0.006460             0.004416
1778576195.094654    0.006919             0.004399
1778576195.194652    0.008522             0.005197
1778576195.294658    0.006172             0.004153
1778576195.394648    0.006103             0.004036
1778576195.494649    0.006642             0.004219
1778576195.594648    0.005834             0.003857
1778576195.694657    0.006681             0.003922
1778576195.794650    0.008682             0.005164
1778576195.894652    0.007561             0.004595
1778576195.994653    0.011497             0.003682
1778576196.094667    0.008501             0.005451
1778576196.194658    0.006636             0.004195
1778576196.294669    0.006267             0.003871
1778576196.394651    0.012251             0.005195
1778576196.494653    0.006872             0.004705
1778576196.594653    0.006488             0.004061
1778576196.694610    0.007863             0.005317
1778576196.794650    0.007390             0.004704
1778576196.894664    0.005792             0.003653
1778576196.994659    0.008213             0.004728
1778576197.094659    0.007020             0.004766
1778576197.194651    0.006881             0.003919
1778576197.294625    0.008626             0.004413
1778576197.394642    0.007072             0.004055
1778576197.494655    0.006403             0.003878
1778576197.594656    0.005626             0.003452
1778576197.694650    0.008534             0.005148
1778576197.794622    0.005694             0.003144
1778576197.894660    0.008124             0.004072
1778576197.994653    0.006466             0.003837
1778576198.094634    0.005820             0.003709
1778576198.194650    0.006130             0.003734
1778576198.294645    0.009089             0.005516
1778576198.394655    0.007241             0.004384
1778576198.494646    0.008220             0.005210
1778576198.594653    0.008966             0.005538
1778576198.694652    0.007751             0.004456
1778576198.794664    0.005521             0.003206
1778576198.894650    0.005592             0.003435
1778576198.994612    0.005420             0.003285
1778576199.094671    0.005897             0.003666
1778576199.194653    0.006593             0.003924
1778576199.294663    0.006540             0.004349
1778576199.394653    0.006813             0.003907
1778576199.494656    0.006470             0.004267
1778576199.594656    0.008562             0.005517
1778576199.694669    0.008339             0.005000
1778576199.794669    0.006774             0.004343
1778576199.894635    0.006110             0.003873
1778576199.994662    0.007156             0.004058
1778576200.094650    0.007652             0.004269
1778576200.194654    0.006032             0.003651
1778576200.294642    0.005816             0.003577
1778576200.394650    0.008051             0.005510
1778576200.494654    0.007992             0.004891
1778576200.594653    0.006418             0.003649
1778576200.694656    0.008482             0.005602
1778576200.794660    0.006034             0.003542
1778576200.894659    0.006052             0.003482
1778576200.994661    0.008085             0.005109
1778576201.094645    0.006823             0.004262
1778576201.194659    0.008556             0.005149
1778576201.294635    0.007785             0.004995
1778576201.394656    0.007809             0.003790
1778576201.494656    0.006965             0.004549
1778576201.594652    0.007710             0.005284
1778576201.694668    0.007897             0.004986
1778576201.794656    0.013380             0.004716
1778576201.894656    0.008312             0.004146
1778576201.994655    0.009309             0.005078
1778576202.094641    0.007189             0.004676
1778576202.194655    0.007141             0.004373
1778576202.294653    0.008952             0.003718
1778576202.394662    0.006813             0.004115
1778576202.494651    0.007397             0.004947
1778576202.594650    0.006777             0.004019
1778576202.694652    0.006475             0.004302
1778576202.794659    0.006099             0.003901
1778576202.894661    0.006103             0.003745
1778576202.994668    0.006535             0.004290
1778576203.094661    0.008651             0.005448
1778576203.194660    0.006276             0.003701
1778576203.294661    0.006171             0.003934
1778576203.394654    0.006338             0.004160
1778576203.494650    0.008342             0.005179
1778576203.594650    0.007183             0.004828
1778576203.694652    0.008219             0.003725
1778576203.794647    0.005873             0.003508
1778576203.894655    0.007300             0.005103
1778576203.994665    0.007274             0.004932
1778576204.094656    0.008592             0.005559
1778576204.194658    0.007690             0.004873
1778576204.294648    0.006151             0.004011
1778576204.394654    0.008147             0.004829
1778576204.494647    0.005960             0.003598
1778576204.594659    0.008378             0.005356
1778576204.694661    0.007596             0.004684
1778576204.794648    0.006252             0.003671
1778576204.894669    0.006794             0.004429
1778576204.994656    0.006333             0.003630
1778576205.094655    0.008223             0.005254
1778576205.194658    0.008979             0.003985
1778576205.294653    0.009006             0.005696
1778576205.394671    0.006067             0.003916
1778576205.494657    0.006598             0.004244
1778576205.594659    0.006784             0.004371
1778576205.694657    0.005949             0.003823
1778576205.794655    0.006320             0.003895
1778576205.894649    0.005764             0.003707
1778576205.994647    0.007017             0.004292
1778576206.094648    0.006846             0.004194
1778576206.194651    0.009221             0.004076
1778576206.294661    0.008754             0.005621
1778576206.394662    0.007398             0.004771
1778576206.494657    0.005638             0.003498
1778576206.594662    0.009797             0.005856
1778576206.694657    0.006463             0.004091
1778576206.794663    0.005606             0.003485
1778576206.894659    0.007775             0.004912
1778576206.994656    0.005914             0.003625
1778576207.094650    0.005644             0.003705
1778576207.194657    0.005367             0.003178
1778576207.294661    0.005792             0.003424
1778576207.394653    0.008075             0.005245
