lidar_end_time     cur_frame_time(s)      ekf_consuming_time(s)
1778056917.871063    0.041023             0.011545
1778056917.975997    0.009407             0.006121
1778056918.071007    0.018227             0.011560
1778056918.176008    0.009263             0.006363
1778056918.276002    0.009809             0.007306
1778056918.376046    0.007794             0.005360
1778056918.476046    0.014699             0.010347
1778056918.576032    0.006808             0.004730
1778056918.671063    0.023279             0.016127
1778056918.776005    0.006942             0.003839
1778056918.871085    0.015559             0.008589
1778056918.976007    0.006821             0.003329
1778056919.076037    0.009008             0.005698
1778056919.176002    0.008562             0.004900
1778056919.275988    0.019342             0.012456
1778056919.376065    0.018857             0.010235
1778056919.476008    0.036508             0.007553
1778056919.576003    0.016275             0.005401
1778056919.671026    0.026016             0.015425
1778056919.776001    0.007711             0.004663
1778056919.876003    0.012756             0.007460
1778056919.976007    0.010027             0.005677
1778056920.075987    0.007832             0.004905
1778056920.176049    0.010746             0.007315
1778056920.276000    0.018946             0.010864
1778056920.376027    0.017271             0.009778
1778056920.471052    0.031385             0.015077
1778056920.576004    0.008043             0.004534
1778056920.676014    0.017607             0.008378
1778056920.776008    0.008588             0.004951
1778056920.876006    0.018679             0.004260
1778056920.976029    0.005539             0.003075
1778056921.071040    0.022516             0.010853
1778056921.175958    0.006380             0.003798
1778056921.271069    0.013997             0.007613
1778056921.376003    0.009577             0.003969
1778056921.471031    0.032649             0.010833
1778056921.576015    0.008813             0.004837
1778056921.676007    0.015348             0.005402
1778056921.776008    0.006264             0.003728
1778056921.871009    0.011444             0.006254
1778056921.976019    0.006361             0.004009
1778056922.071047    0.027619             0.005958
1778056922.176002    0.005248             0.002678
1778056922.276008    0.008920             0.004781
1778056922.376007    0.006481             0.003178
1778056922.476005    0.005994             0.003244
1778056922.576031    0.007884             0.004618
1778056922.671047    0.023451             0.014203
1778056922.775998    0.007294             0.003887
1778056922.871050    0.024773             0.015489
1778056922.976003    0.006024             0.003636
1778056923.076005    0.008709             0.003065
1778056923.175999    0.005100             0.002908
1778056923.276027    0.015989             0.009454
1778056923.376040    0.009493             0.004982
1778056923.471052    0.016622             0.009279
1778056923.576004    0.006155             0.003096
1778056923.676006    0.010849             0.006202
1778056923.776020    0.005386             0.003008
1778056923.871048    0.011852             0.006421
1778056923.976018    0.006794             0.003990
1778056924.075997    0.012772             0.006920
1778056924.176036    0.015820             0.008103
1778056924.271015    0.021079             0.012752
1778056924.375979    0.007575             0.004284
1778056924.476053    0.016415             0.008911
1778056924.576004    0.005813             0.003051
1778056924.676002    0.018598             0.011583
1778056924.775996    0.010258             0.006138
1778056924.876005    0.021328             0.007082
1778056924.976037    0.007977             0.004794
1778056925.071011    0.019112             0.004895
1778056925.176000    0.008889             0.005103
1778056925.276007    0.021408             0.008827
1778056925.376009    0.005884             0.003542
1778056925.476032    0.012291             0.006837
1778056925.576002    0.006447             0.004089
1778056925.676009    0.015704             0.009108
1778056925.776006    0.007695             0.004668
1778056925.871080    0.018689             0.010894
1778056925.975997    0.009701             0.003911
1778056926.071008    0.016317             0.010522
1778056926.176002    0.011186             0.007244
1778056926.276007    0.016916             0.008693
1778056926.376000    0.005565             0.003397
1778056926.476033    0.016000             0.006587
1778056926.576007    0.008699             0.005503
1778056926.671015    0.020497             0.013075
1778056926.776005    0.006066             0.003704
1778056926.876027    0.019831             0.009170
1778056926.975997    0.008024             0.005291
1778056927.076029    0.009229             0.005683
1778056927.175997    0.013159             0.006927
1778056927.276002    0.018490             0.008771
1778056927.376002    0.012171             0.007734
1778056927.471064    0.019017             0.010638
1778056927.575952    0.009749             0.003467
1778056927.675963    0.012767             0.008089
1778056927.776003    0.007985             0.005605
1778056927.876047    0.014382             0.008643
1778056927.975955    0.013674             0.006251
1778056928.076026    0.022273             0.006834
1778056928.176056    0.010080             0.006992
1778056928.271053    0.022026             0.012971
1778056928.376004    0.009951             0.006271
1778056928.471111    0.013501             0.008484
1778056928.576015    0.006631             0.004239
1778056928.671064    0.028290             0.009525
1778056928.776007    0.007363             0.004894
1778056928.876004    0.016222             0.011816
1778056928.976048    0.010396             0.006492
1778056929.071033    0.013651             0.007189
1778056929.175967    0.007022             0.004454
1778056929.271073    0.014297             0.008244
1778056929.375999    0.006436             0.003879
1778056929.475998    0.006267             0.004191
1778056929.575996    0.006682             0.004482
1778056929.676003    0.013947             0.008682
1778056929.776004    0.007108             0.004427
1778056929.871077    0.023506             0.014092
1778056929.975999    0.006722             0.004427
1778056930.071062    0.028551             0.009469
1778056930.176032    0.006272             0.003939
1778056930.275975    0.014931             0.009934
1778056930.376007    0.007740             0.004414
1778056930.471062    0.019904             0.012329
1778056930.576043    0.009790             0.006690
1778056930.676003    0.020679             0.014574
1778056930.776002    0.006050             0.003797
1778056930.871047    0.017642             0.010304
1778056930.976008    0.006583             0.003974
1778056931.071053    0.017570             0.010505
1778056931.176031    0.006061             0.003763
1778056931.276006    0.012808             0.008508
1778056931.376022    0.007339             0.004261
1778056931.471032    0.016193             0.010326
1778056931.575997    0.009721             0.006662
1778056931.671064    0.022098             0.009164
1778056931.776023    0.008756             0.005316
1778056931.876020    0.022017             0.007849
1778056931.976024    0.008161             0.005737
1778056932.071017    0.016979             0.009152
1778056932.176030    0.005612             0.003416
1778056932.271111    0.017973             0.011590
1778056932.376001    0.006871             0.004220
1778056932.471045    0.026554             0.011077
1778056932.576009    0.006138             0.003960
1778056932.676003    0.008461             0.004936
1778056932.776005    0.006310             0.004245
1778056932.876007    0.006552             0.004436
1778056932.976009    0.006197             0.004020
1778056933.076042    0.007910             0.004998
1778056933.176000    0.006100             0.003789
1778056933.276024    0.027876             0.005639
1778056933.376008    0.008766             0.004874
1778056933.471048    0.015610             0.008060
1778056933.575997    0.009439             0.005999
1778056933.676036    0.020457             0.013352
1778056933.776016    0.014210             0.011211
1778056933.876067    0.013291             0.009037
1778056933.976031    0.011040             0.006977
1778056934.071047    0.022077             0.014124
1778056934.176019    0.009381             0.004814
1778056934.275987    0.010294             0.006831
1778056934.376005    0.008280             0.005408
1778056934.475991    0.013349             0.008219
1778056934.576004    0.006172             0.003847
1778056934.671066    0.018102             0.010511
1778056934.776019    0.008449             0.004673
1778056934.876049    0.012790             0.007747
1778056934.976035    0.007054             0.004709
1778056935.076008    0.015334             0.009401
1778056935.176015    0.007946             0.005688
1778056935.275987    0.018905             0.011683
1778056935.376036    0.007311             0.004689
1778056935.471051    0.022890             0.013852
1778056935.575999    0.007897             0.004930
1778056935.676039    0.012660             0.007783
1778056935.776003    0.006586             0.004070
1778056935.876003    0.016506             0.009659
1778056935.975957    0.006759             0.003752
1778056936.076039    0.016693             0.010295
1778056936.176047    0.020272             0.006440
1778056936.271053    0.015497             0.007959
1778056936.376009    0.008464             0.005293
1778056936.476096    0.012974             0.008966
1778056936.576005    0.013230             0.007975
1778056936.676072    0.022582             0.013187
1778056936.771008    0.007600             0.005353
1778056936.876029    0.018543             0.013368
1778056936.976007    0.007606             0.004795
1778056937.071056    0.018886             0.011230
1778056937.176003    0.008715             0.005023
1778056937.276008    0.010732             0.006655
1778056937.376021    0.010610             0.006531
1778056937.476004    0.016850             0.012964
1778056937.576005    0.007017             0.004790
1778056937.676038    0.014038             0.009367
1778056937.776037    0.006990             0.004499
1778056937.871095    0.018195             0.009181
1778056937.976006    0.008934             0.005139
1778056938.076024    0.016122             0.009490
1778056938.175986    0.008146             0.005284
1778056938.276007    0.021551             0.006519
1778056938.376058    0.007272             0.004984
1778056938.471023    0.021084             0.011588
1778056938.576036    0.006633             0.004410
1778056938.676005    0.017980             0.008863
1778056938.775997    0.011211             0.008146
1778056938.876029    0.020124             0.010304
1778056938.976030    0.009595             0.006008
1778056939.076020    0.017784             0.011035
1778056939.175972    0.006706             0.004085
1778056939.276038    0.025488             0.013215
1778056939.376035    0.009752             0.006315
1778056939.471052    0.018108             0.012312
1778056939.575999    0.007648             0.004614
1778056939.671062    0.012969             0.007836
1778056939.776035    0.012886             0.007386
1778056939.871050    0.026712             0.017645
1778056939.975985    0.008210             0.005597
1778056940.071055    0.021938             0.011106
1778056940.176031    0.007333             0.004902
1778056940.271047    0.024385             0.006894
1778056940.375998    0.018219             0.011216
1778056940.471047    0.017953             0.010873
1778056940.576001    0.009375             0.006282
1778056940.676088    0.019356             0.008401
1778056940.776000    0.014654             0.009335
1778056940.871021    0.018596             0.012408
1778056940.976029    0.011300             0.008683
1778056941.071074    0.034971             0.020049
1778056941.176001    0.010716             0.006961
1778056941.275983    0.007479             0.004537
1778056941.375959    0.009548             0.006891
1778056941.476020    0.016920             0.011044
1778056941.576003    0.014113             0.005779
1778056941.676006    0.033963             0.007479
1778056941.776031    0.007496             0.004920
1778056941.871052    0.021830             0.010985
1778056941.975999    0.010230             0.006798
1778056942.076041    0.022795             0.014617
1778056942.176001    0.011337             0.004860
1778056942.276019    0.009148             0.005596
1778056942.376009    0.009014             0.006132
1778056942.471053    0.016943             0.009990
1778056942.575985    0.008262             0.005716
1778056942.671054    0.018405             0.012235
1778056942.776004    0.009239             0.004744
1778056942.876059    0.016743             0.010587
1778056942.976014    0.009727             0.006281
1778056943.076035    0.022975             0.015209
1778056943.176004    0.010883             0.006501
1778056943.276072    0.015771             0.010792
1778056943.376025    0.009811             0.007356
1778056943.471061    0.022864             0.013652
1778056943.576006    0.007848             0.004702
1778056943.676031    0.016258             0.009666
1778056943.776004    0.009665             0.006862
1778056943.876060    0.016973             0.010893
1778056943.976001    0.012958             0.008224
1778056944.076044    0.017646             0.010164
1778056944.176034    0.014799             0.004925
1778056944.271084    0.017356             0.007349
1778056944.376041    0.006380             0.003901
1778056944.471060    0.015267             0.010011
1778056944.576007    0.007851             0.005622
1778056944.676003    0.014078             0.010022
1778056944.775981    0.006635             0.004420
1778056944.871050    0.013373             0.008361
1778056944.975982    0.006388             0.003919
1778056945.071054    0.016190             0.009985
1778056945.176002    0.005909             0.003922
1778056945.275997    0.007608             0.005332
1778056945.376042    0.007368             0.005149
1778056945.476030    0.015368             0.011764
1778056945.575998    0.010834             0.006545
1778056945.676040    0.014429             0.008255
1778056945.776027    0.009301             0.006840
1778056945.871049    0.014007             0.008475
1778056945.976037    0.006638             0.004365
1778056946.071043    0.010434             0.006222
1778056946.175971    0.006673             0.003597
1778056946.276032    0.012260             0.008326
1778056946.376030    0.010409             0.006031
1778056946.476080    0.014249             0.009261
1778056946.576008    0.006942             0.004202
1778056946.671070    0.014696             0.009244
1778056946.776005    0.008203             0.005443
1778056946.871064    0.013090             0.007623
1778056946.976070    0.009646             0.005977
1778056947.076037    0.016399             0.011196
1778056947.176004    0.006109             0.003898
1778056947.276052    0.015724             0.010638
1778056947.376003    0.006162             0.003736
1778056947.471025    0.020171             0.009535
1778056947.576031    0.005418             0.003489
1778056947.671027    0.023920             0.005798
1778056947.776001    0.009693             0.006194
1778056947.871073    0.020829             0.007262
1778056947.976000    0.005852             0.003914
1778056948.076027    0.009256             0.005987
1778056948.176040    0.005940             0.003877
1778056948.271050    0.012904             0.007974
1778056948.375999    0.007992             0.005351
1778056948.471057    0.019614             0.010297
1778056948.576004    0.006343             0.004198
1778056948.676002    0.008003             0.005453
1778056948.776003    0.005090             0.003247
1778056948.871037    0.018406             0.008922
1778056948.976059    0.005153             0.003318
1778056949.071076    0.012858             0.008226
1778056949.176001    0.007517             0.004815
1778056949.276076    0.012085             0.007985
1778056949.376007    0.005387             0.003442
1778056949.476008    0.010963             0.007264
1778056949.576002    0.005935             0.004166
1778056949.676006    0.006429             0.004438
1778056949.776033    0.008033             0.004041
1778056949.871129    0.017971             0.011520
1778056949.976001    0.013936             0.005666
1778056950.075998    0.014686             0.006434
1778056950.176013    0.007419             0.004310
1778056950.276030    0.008704             0.005463
1778056950.376005    0.013744             0.008945
1778056950.470984    0.023213             0.012416
1778056950.576030    0.006072             0.004185
1778056950.671051    0.018364             0.004742
1778056950.775998    0.006118             0.003772
1778056950.871054    0.017175             0.011152
1778056950.976005    0.005461             0.003418
1778056951.076016    0.016714             0.010787
1778056951.176008    0.006096             0.004029
1778056951.276099    0.015678             0.005390
1778056951.376060    0.004989             0.003296
1778056951.471081    0.014791             0.009580
1778056951.576005    0.006909             0.003511
1778056951.676030    0.006788             0.004694
1778056951.776000    0.008533             0.005261
1778056951.876028    0.011421             0.007169
1778056951.976008    0.013117             0.008373
1778056952.071052    0.018048             0.008886
1778056952.176058    0.006085             0.003960
1778056952.271042    0.019072             0.010694
1778056952.376001    0.006538             0.004432
1778056952.476080    0.010966             0.007128
1778056952.576003    0.006149             0.003673
1778056952.676035    0.012772             0.008450
1778056952.775998    0.011968             0.006192
1778056952.876063    0.019522             0.011947
1778056952.976040    0.006370             0.004181
1778056953.071039    0.024951             0.004622
1778056953.175997    0.010017             0.006317
1778056953.271069    0.015347             0.009720
1778056953.376004    0.005082             0.003334
1778056953.476039    0.005367             0.003634
1778056953.576001    0.020563             0.010754
1778056953.675973    0.005854             0.003788
1778056953.776008    0.007056             0.004994
1778056953.871051    0.022772             0.013991
1778056953.976002    0.008162             0.005578
1778056954.071065    0.023688             0.012294
1778056954.176001    0.008746             0.006161
1778056954.276002    0.012414             0.005698
1778056954.376026    0.008563             0.005616
1778056954.476008    0.017011             0.010475
1778056954.576019    0.005611             0.003583
1778056954.671055    0.015545             0.009359
1778056954.776000    0.012024             0.007877
1778056954.871049    0.021840             0.014640
1778056954.976029    0.009175             0.006194
1778056955.076008    0.005029             0.002959
1778056955.176005    0.009669             0.006297
1778056955.271065    0.017014             0.006578
1778056955.376027    0.007537             0.004705
1778056955.471082    0.021671             0.010617
1778056955.575996    0.007973             0.004137
1778056955.671094    0.016441             0.010135
1778056955.776005    0.006631             0.004213
1778056955.876027    0.014300             0.007935
1778056955.976008    0.007303             0.004941
1778056956.076025    0.015283             0.009443
1778056956.176050    0.007137             0.003887
1778056956.271066    0.020935             0.013194
1778056956.376008    0.006426             0.003647
1778056956.471023    0.026383             0.009668
1778056956.576001    0.006624             0.004000
1778056956.675983    0.021462             0.010791
1778056956.776016    0.007608             0.004604
1778056956.876008    0.010758             0.006299
1778056956.976035    0.007449             0.004310
1778056957.071055    0.022073             0.010029
1778056957.175998    0.008777             0.003391
1778056957.275975    0.009890             0.006149
1778056957.376007    0.006854             0.004214
1778056957.475999    0.013159             0.007952
1778056957.576009    0.009063             0.005535
1778056957.676023    0.015611             0.009693
1778056957.775992    0.006672             0.004374
1778056957.871046    0.018164             0.010515
1778056957.976007    0.005939             0.003552
1778056958.071064    0.017142             0.008810
1778056958.175996    0.009307             0.005526
1778056958.271070    0.038679             0.008289
1778056958.376002    0.005815             0.003338
1778056958.476003    0.026260             0.007084
1778056958.576028    0.009696             0.005874
1778056958.671070    0.010666             0.006284
1778056958.775987    0.012388             0.007741
1778056958.871049    0.022281             0.009561
1778056958.976008    0.006049             0.003619
1778056959.076003    0.019793             0.010855
1778056959.176007    0.009600             0.005961
1778056959.276038    0.009056             0.004832
1778056959.376033    0.005628             0.003434
1778056959.476008    0.013177             0.008608
1778056959.576029    0.011392             0.004526
1778056959.676032    0.027118             0.004638
1778056959.776003    0.007611             0.004345
1778056959.876033    0.012186             0.007206
1778056959.976000    0.019551             0.006367
1778056960.071006    0.019447             0.009725
1778056960.176047    0.005036             0.002914
1778056960.271060    0.028764             0.020948
1778056960.376004    0.007179             0.004496
1778056960.471065    0.017904             0.010517
1778056960.576006    0.005791             0.003790
1778056960.676078    0.017730             0.004913
1778056960.776004    0.004915             0.003034
1778056960.875986    0.014979             0.006938
1778056960.976003    0.020235             0.011201
1778056961.071061    0.018034             0.009876
1778056961.175999    0.009331             0.005776
1778056961.271064    0.016318             0.007926
1778056961.376021    0.007617             0.004702
1778056961.476075    0.009928             0.005863
1778056961.576000    0.008095             0.005524
1778056961.676004    0.008068             0.004976
1778056961.776018    0.007672             0.004956
1778056961.871040    0.013667             0.008197
1778056961.975999    0.007447             0.003621
1778056962.076091    0.019941             0.010527
1778056962.176003    0.006049             0.003268
1778056962.275979    0.004905             0.002894
1778056962.376056    0.008333             0.005546
1778056962.475996    0.006607             0.004533
1778056962.571057    0.008328             0.005165
1778056962.676067    0.017048             0.009735
1778056962.776004    0.006744             0.004485
1778056962.871058    0.018343             0.010552
1778056962.976008    0.006852             0.004547
1778056963.075987    0.006532             0.004348
1778056963.176003    0.007934             0.004883
1778056963.276008    0.007765             0.005028
1778056963.376016    0.009368             0.003352
1778056963.471046    0.022281             0.007400
1778056963.575998    0.005305             0.003131
1778056963.676033    0.017166             0.009810
1778056963.775997    0.007925             0.004987
1778056963.876002    0.020054             0.011226
1778056963.976001    0.004880             0.002969
1778056964.076006    0.006684             0.004519
1778056964.176035    0.006756             0.004593
1778056964.271057    0.011969             0.007058
1778056964.376004    0.009727             0.006397
1778056964.476074    0.013642             0.008480
1778056964.576028    0.007442             0.004206
1778056964.676020    0.006281             0.003676
1778056964.776003    0.007060             0.004059
1778056964.876008    0.014508             0.005677
1778056964.976047    0.011464             0.006753
1778056965.076031    0.006189             0.003779
1778056965.175998    0.005693             0.003756
1778056965.271056    0.021455             0.009256
1778056965.376002    0.008430             0.005212
1778056965.476002    0.016111             0.009973
1778056965.576001    0.005766             0.003780
1778056965.676075    0.011024             0.006293
1778056965.776042    0.005334             0.003064
1778056965.871004    0.014130             0.006134
1778056965.976003    0.008029             0.005017
1778056966.071054    0.016798             0.009963
1778056966.176013    0.005874             0.003758
1778056966.275972    0.011951             0.007314
1778056966.376003    0.008025             0.004849
1778056966.475979    0.028587             0.009272
1778056966.576025    0.004770             0.002926
1778056966.671057    0.018358             0.009994
1778056966.776009    0.005232             0.003197
1778056966.876079    0.017693             0.010508
1778056966.975964    0.005757             0.003469
1778056967.071054    0.013849             0.007727
1778056967.176002    0.005472             0.003604
1778056967.276004    0.009832             0.006497
1778056967.376030    0.007516             0.004967
1778056967.471054    0.017733             0.010617
1778056967.576021    0.007769             0.004854
1778056967.676005    0.010790             0.006660
1778056967.776002    0.008465             0.003369
1778056967.876019    0.006703             0.004302
1778056967.976009    0.008589             0.004288
1778056968.076004    0.011091             0.007052
1778056968.175981    0.007058             0.004716
1778056968.271038    0.015331             0.008259
1778056968.375998    0.005966             0.003169
1778056968.476007    0.014704             0.007776
1778056968.575996    0.006777             0.004141
1778056968.676015    0.010421             0.006371
1778056968.776002    0.007569             0.004641
1778056968.876028    0.015763             0.010421
1778056968.976004    0.006360             0.004263
1778056969.071059    0.019193             0.012032
1778056969.175997    0.005060             0.002994
1778056969.275975    0.007952             0.005098
1778056969.376004    0.008279             0.005020
1778056969.476007    0.011916             0.008926
1778056969.576003    0.005420             0.003114
1778056969.676016    0.008873             0.005965
1778056969.775985    0.013890             0.006293
1778056969.871045    0.015655             0.009546
1778056969.976006    0.005825             0.003405
1778056970.076057    0.010799             0.006209
1778056970.176001    0.007262             0.004881
1778056970.276005    0.005904             0.003786
1778056970.376003    0.008807             0.005865
1778056970.476058    0.010288             0.006525
1778056970.576034    0.007537             0.005302
1778056970.671066    0.018316             0.011604
1778056970.776005    0.015550             0.003821
1778056970.871053    0.022521             0.011637
1778056970.976024    0.006389             0.004274
1778056971.076017    0.015569             0.008459
1778056971.176005    0.006001             0.004030
1778056971.276006    0.010659             0.007639
1778056971.376040    0.008291             0.005213
1778056971.471051    0.016414             0.009485
1778056971.575998    0.009179             0.003562
1778056971.676005    0.010122             0.006168
1778056971.776020    0.008358             0.003644
1778056971.875973    0.006925             0.004360
1778056971.975991    0.009519             0.005990
1778056972.076029    0.012498             0.006703
1778056972.176009    0.005441             0.003616
1778056972.271056    0.012251             0.006641
1778056972.375999    0.005740             0.003718
1778056972.471066    0.013943             0.007330
1778056972.576009    0.012777             0.007981
1778056972.676006    0.005631             0.003690
1778056972.776001    0.008481             0.006317
1778056972.876004    0.008144             0.005320
1778056972.976034    0.010176             0.007057
1778056973.071050    0.018313             0.010921
1778056973.176003    0.005759             0.003059
1778056973.271010    0.024064             0.013129
1778056973.376002    0.013178             0.007806
1778056973.476002    0.012961             0.007754
1778056973.576053    0.005314             0.003470
1778056973.676006    0.011780             0.007348
1778056973.776007    0.005409             0.003545
1778056973.871031    0.023063             0.004743
1778056973.976008    0.006078             0.003413
1778056974.071045    0.011993             0.006695
1778056974.175964    0.011420             0.006993
1778056974.275958    0.012463             0.007616
1778056974.376030    0.007736             0.004892
1778056974.476036    0.005174             0.003311
1778056974.576034    0.005187             0.003293
1778056974.671050    0.013205             0.008104
1778056974.775997    0.007853             0.004718
1778056974.876066    0.014656             0.007963
1778056974.976017    0.005717             0.003595
1778056975.071042    0.014858             0.009677
1778056975.175998    0.006486             0.003432
1778056975.275970    0.006604             0.004679
1778056975.375970    0.007274             0.003537
1778056975.471049    0.017074             0.006697
1778056975.575997    0.008116             0.004729
1778056975.676086    0.009318             0.005524
1778056975.776007    0.005166             0.003240
1778056975.876015    0.017712             0.009756
1778056975.976004    0.006735             0.004506
1778056976.071043    0.022247             0.012505
1778056976.176003    0.007810             0.004836
1778056976.271030    0.016934             0.009587
1778056976.375999    0.006161             0.003966
1778056976.476082    0.025673             0.006699
1778056976.576008    0.007648             0.004354
1778056976.671056    0.010756             0.006226
1778056976.776004    0.006922             0.004591
1778056976.876020    0.008447             0.004934
1778056976.976039    0.008127             0.005649
1778056977.071040    0.014546             0.007695
1778056977.175981    0.005711             0.003180
1778056977.271024    0.011918             0.006683
1778056977.376001    0.005744             0.003563
1778056977.475986    0.013021             0.008667
1778056977.575985    0.005342             0.003404
1778056977.676009    0.015087             0.009437
1778056977.776054    0.014161             0.004704
1778056977.871004    0.009612             0.006048
1778056977.976004    0.007781             0.004449
1778056978.071049    0.019504             0.009999
1778056978.176002    0.006020             0.003893
1778056978.276006    0.019937             0.011174
1778056978.375999    0.005802             0.003278
1778056978.476017    0.009939             0.004783
1778056978.576037    0.013226             0.008719
1778056978.671014    0.015103             0.008856
1778056978.776014    0.005066             0.003046
1778056978.871051    0.017848             0.010502
1778056978.976006    0.005033             0.002967
1778056979.071040    0.019361             0.011223
1778056979.176005    0.005128             0.003227
1778056979.276023    0.007295             0.004374
1778056979.376021    0.007820             0.004958
1778056979.471069    0.018462             0.011417
1778056979.576000    0.008591             0.005197
1778056979.671054    0.019159             0.011886
1778056979.775994    0.013120             0.004578
1778056979.876004    0.016760             0.010534
1778056979.976007    0.008573             0.006441
1778056980.076033    0.009739             0.006017
1778056980.171013    0.008170             0.003883
1778056980.271010    0.012762             0.007810
1778056980.376007    0.006497             0.004213
1778056980.471046    0.022630             0.007525
1778056980.576001    0.011092             0.005371
1778056980.675962    0.007808             0.004717
1778056980.775958    0.005610             0.003603
1778056980.876002    0.009976             0.006083
1778056980.975986    0.007484             0.004524
1778056981.071052    0.019600             0.009943
1778056981.176002    0.007556             0.004546
1778056981.276009    0.013022             0.008417
1778056981.375959    0.007857             0.004749
1778056981.476002    0.011094             0.007836
1778056981.576018    0.004851             0.002947
1778056981.676008    0.010207             0.005912
1778056981.771001    0.007372             0.003949
1778056981.871003    0.013037             0.008159
1778056981.976038    0.005399             0.002896
1778056982.071053    0.008669             0.004741
1778056982.176008    0.005857             0.003652
1778056982.271068    0.017310             0.010749
1778056982.375980    0.005263             0.003218
1778056982.471025    0.021425             0.008179
1778056982.576005    0.005265             0.003367
1778056982.671005    0.017812             0.004776
1778056982.776005    0.022664             0.009248
1778056982.876024    0.034701             0.021033
1778056982.976005    0.009586             0.004803
1778056983.076075    0.011471             0.007187
1778056983.175999    0.016654             0.008203
1778056983.276005    0.018572             0.009605
1778056983.375975    0.008504             0.003715
1778056983.471075    0.024769             0.012439
1778056983.576007    0.004998             0.003071
1778056983.671064    0.018906             0.006613
1778056983.776008    0.005958             0.003903
1778056983.876008    0.007049             0.003627
1778056983.976006    0.006111             0.004174
1778056984.076044    0.022195             0.005122
1778056984.176057    0.010187             0.005583
1778056984.275993    0.006884             0.004145
1778056984.376008    0.006215             0.004046
1778056984.476052    0.013032             0.007931
1778056984.576034    0.017267             0.012413
1778056984.676022    0.008162             0.005203
1778056984.776034    0.016544             0.003685
1778056984.876035    0.007993             0.004672
1778056984.976032    0.008426             0.003481
1778056985.076007    0.013969             0.008585
1778056985.175953    0.009076             0.003770
1778056985.276051    0.015867             0.010144
1778056985.376038    0.006640             0.004158
1778056985.476015    0.011262             0.007353
1778056985.576023    0.008240             0.005373
1778056985.676004    0.009096             0.005581
1778056985.776028    0.005642             0.002791
1778056985.871080    0.017938             0.009901
1778056985.976000    0.006922             0.004544
1778056986.071059    0.011908             0.007253
1778056986.176004    0.006333             0.003954
1778056986.271064    0.018995             0.011078
1778056986.375982    0.005604             0.003460
